Name,Secretary,Format,Cost,#Teams,PayPlaces,StartDate,# HdcpScores,HdcpFormat,CarryLastYears ,MaxHdcp,Par3Max,Par4Max,Par5Max,Course
Hugh's,Sam Dinn,2 Man Medal,30,12,3,4/11/2017,5,Std,Y,16,6,8,9,Boone Links
